id,track_id,radar,storm_id,valid,valid_unix,lat,lon,range_nm,max_dbz,vil,echo_top,mesh,posh,poh,cell_dir,cell_speed,loaded_at
2701455,GRB:A4,GRB,A4,2026-05-18T15:30:00Z,1779118200.0,45.73995426481402,-88.17175612661593,138.0,37.0,1.0,11.1,,0.0,0.0,241.0,,2026-07-10T02:43:50Z
2701465,GYX:O2,GYX,O2,2026-05-18T15:30:00Z,1779118200.0,44.75530898931778,-70.64568585137295,101.0,39.0,2.0,12.2,,0.0,0.0,270.0,,2026-07-10T02:43:50Z
2701472,IWX:I2,IWX,I2,2026-05-18T15:30:00Z,1779118200.0,40.368090799829034,-87.58541829568406,192.0,44.0,7.0,20.8,,0.0,0.0,203.0,,2026-07-10T02:43:50Z
2701473,IWX:J2,IWX,J2,2026-05-18T15:30:00Z,1779118200.0,40.30174634010276,-88.13972267679402,235.0,40.0,4.0,22.7,,0.0,0.0,230.0,,2026-07-10T02:43:50Z
2701475,IWX:L2,IWX,L2,2026-05-18T15:30:00Z,1779118200.0,39.88622669844427,-87.80416927367543,240.0,49.0,14.0,23.6,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
2701483,LSX:A9,LSX,A9,2026-05-18T15:30:00Z,1779118200.0,39.17516256111659,-92.67861135528604,181.0,49.0,13.0,19.7,,0.0,20.0,227.0,,2026-07-10T02:43:50Z
2701485,LSX:B8,LSX,B8,2026-05-18T15:30:00Z,1779118200.0,38.43963005576261,-88.79822018111946,166.0,55.0,22.0,17.6,,0.0,20.0,258.0,,2026-07-10T02:43:50Z
2701486,LSX:D7,LSX,D7,2026-05-18T15:30:00Z,1779118200.0,37.84038747682714,-93.70567250559779,279.0,51.0,26.0,36.0,,0.0,0.0,229.0,,2026-07-10T02:43:50Z
2701491,LSX:F4,LSX,F4,2026-05-18T15:30:00Z,1779118200.0,39.12517864586126,-88.89687270963351,162.0,53.0,19.0,22.6,,0.0,20.0,236.0,,2026-07-10T02:43:50Z
2701494,LSX:H0,LSX,H0,2026-05-18T15:30:00Z,1779118200.0,38.52358453827651,-90.06546475692089,57.0,52.0,10.0,17.9,,0.0,20.0,0.0,,2026-07-10T02:43:50Z
2701497,LSX:I6,LSX,I6,2026-05-18T15:30:00Z,1779118200.0,39.90114631616613,-88.6388975117003,222.0,51.0,19.0,26.5,,0.0,50.0,242.0,,2026-07-10T02:43:50Z
2701502,LSX:P3,LSX,P3,2026-05-18T15:30:00Z,1779118200.0,38.82478909442192,-90.44404545347335,25.0,53.0,13.0,21.9,,0.0,0.0,231.0,,2026-07-10T02:43:50Z
