id,track_id,radar,storm_id,valid,valid_unix,lat,lon,range_nm,max_dbz,vil,echo_top,mesh,posh,poh,cell_dir,cell_speed,loaded_at
9367442,AIH:B0,AIH,B0,2026-06-13T18:30:00Z,1781375400.0,60.04225850208054,-147.3865645556854,90.0,40.0,1.0,6.4,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
9367454,DMX:B9,DMX,B9,2026-06-13T18:30:00Z,1781375400.0,42.36218545314827,-94.21131001134034,81.0,39.0,1.0,11.6,,0.0,0.0,279.0,,2026-07-10T02:43:50Z
9367460,DMX:F1,DMX,F1,2026-06-13T18:30:00Z,1781375400.0,40.88343163190633,-92.26933551544218,153.0,33.0,1.0,13.1,,0.0,0.0,290.0,,2026-07-10T02:43:50Z
9367468,DMX:L9,DMX,L9,2026-06-13T18:30:00Z,1781375400.0,42.228060989275065,-94.43725466866292,81.0,40.0,1.0,12.2,,0.0,0.0,269.0,,2026-07-10T02:43:50Z
9367472,DMX:O1,DMX,O1,2026-06-13T18:30:00Z,1781375400.0,42.13176939957067,-96.04910721388207,198.0,35.0,1.0,23.2,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
9367481,DVN:C0,DVN,C0,2026-06-13T18:30:00Z,1781375400.0,40.03807829538432,-89.856144566824,185.0,44.0,6.0,20.6,,0.0,0.0,243.0,,2026-07-10T02:43:50Z
9367483,DVN:D0,DVN,D0,2026-06-13T18:30:00Z,1781375400.0,40.20564448065654,-88.6331551536942,225.0,36.0,2.0,21.4,,0.0,0.0,222.0,,2026-07-10T02:43:50Z
9367492,DVN:N5,DVN,N5,2026-06-13T18:30:00Z,1781375400.0,39.85234937565494,-90.20823478055101,198.0,50.0,15.0,22.5,,0.0,20.0,271.0,,2026-07-10T02:43:50Z
9367512,ESX:L0,ESX,L0,2026-06-13T18:30:00Z,1781375400.0,35.2353142520465,-113.76553547128223,114.0,50.0,9.0,18.5,,0.0,0.0,218.0,,2026-07-10T02:43:50Z
9367513,ESX:M0,ESX,M0,2026-06-13T18:30:00Z,1781375400.0,36.13200439393482,-112.7622954656356,198.0,49.0,14.0,22.6,,0.0,60.0,212.0,,2026-07-10T02:43:50Z
9367520,ESX:Z0,ESX,Z0,2026-06-13T18:30:00Z,1781375400.0,35.72251380442074,-113.37324911966638,137.0,48.0,6.0,10.5,,0.0,0.0,212.0,,2026-07-10T02:43:50Z
9367537,FSX:A3,FSX,A3,2026-06-13T18:30:00Z,1781375400.0,34.975608855814855,-111.31960926413446,46.0,47.0,3.0,8.7,,0.0,0.0,287.0,,2026-07-10T02:43:50Z
