id,track_id,radar,storm_id,valid,valid_unix,lat,lon,range_nm,max_dbz,vil,echo_top,mesh,posh,poh,cell_dir,cell_speed,loaded_at
10447818,GRR:M4,GRR,M4,2026-06-17T18:00:00Z,1781719200.0,43.059766266584134,-85.13680388611095,38.0,38.0,1.0,10.2,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447820,GRR:O4,GRR,O4,2026-06-17T18:00:00Z,1781719200.0,42.732613193037466,-86.67828839230394,94.0,37.0,1.0,9.1,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447821,GRR:P3,GRR,P3,2026-06-17T18:00:00Z,1781719200.0,41.73486118949279,-85.62791934912438,129.0,42.0,1.0,13.1,,0.0,0.0,280.0,,2026-07-10T02:43:50Z
10447823,GRR:X3,GRR,X3,2026-06-17T18:00:00Z,1781719200.0,43.20268030106059,-85.37476723562821,37.0,48.0,4.0,9.5,,0.0,0.0,252.0,,2026-07-10T02:43:50Z
10447824,LCH:E8,LCH,E8,2026-06-17T18:00:00Z,1781719200.0,28.317287946848406,-93.8152988843668,209.0,45.0,8.0,19.7,,0.0,0.0,278.0,,2026-07-10T02:43:50Z
10447827,LCH:H1,LCH,H1,2026-06-17T18:00:00Z,1781719200.0,28.6040212116524,-92.74481290508389,175.0,42.0,2.0,19.1,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447828,LCH:J6,LCH,J6,2026-06-17T18:00:00Z,1781719200.0,26.5391792877515,-94.17312894267377,409.0,42.0,15.0,56.0,,0.0,0.0,328.0,,2026-07-10T02:43:50Z
10447829,LCH:K2,LCH,K2,2026-06-17T18:00:00Z,1781719200.0,30.509256833002635,-92.11641243503153,114.0,46.0,6.0,11.2,,0.0,0.0,184.0,,2026-07-10T02:43:50Z
10447830,LCH:K7,LCH,K7,2026-06-17T18:00:00Z,1781719200.0,30.42919575766952,-93.12176258101677,35.0,47.0,4.0,8.5,,0.0,0.0,170.0,,2026-07-10T02:43:50Z
10447831,LCH:P0,LCH,P0,2026-06-17T18:00:00Z,1781719200.0,29.148058174312315,-92.97591722784442,111.0,37.0,1.0,18.0,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447832,LCH:R5,LCH,R5,2026-06-17T18:00:00Z,1781719200.0,30.168132042894097,-92.64601159181463,55.0,49.0,8.0,13.6,,0.0,0.0,187.0,,2026-07-10T02:43:50Z
10447833,LCH:S8,LCH,S8,2026-06-17T18:00:00Z,1781719200.0,28.865293511611796,-93.216,140.0,45.0,2.0,14.2,,0.0,0.0,247.0,,2026-07-10T02:43:50Z
10447834,LCH:W5,LCH,W5,2026-06-17T18:00:00Z,1781719200.0,29.898302157818613,-92.08072502820953,112.0,47.0,6.0,14.3,,0.0,0.0,183.0,,2026-07-10T02:43:50Z
10447836,LOT:B7,LOT,B7,2026-06-17T18:00:00Z,1781719200.0,40.384443510078945,-89.35924906959944,172.0,45.0,3.0,18.9,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447837,LOT:C0,LOT,C0,2026-06-17T18:00:00Z,1781719200.0,40.78324026406089,-89.18263668121081,129.0,48.0,7.0,16.7,,0.0,0.0,274.0,,2026-07-10T02:43:50Z
10447844,LOT:G3,LOT,G3,2026-06-17T18:00:00Z,1781719200.0,40.876168653867566,-88.03398838396363,81.0,43.0,2.0,10.9,,0.0,0.0,267.0,,2026-07-10T02:43:50Z
10447848,LOT:L4,LOT,L4,2026-06-17T18:00:00Z,1781719200.0,39.95574989265839,-88.59389687248604,188.0,42.0,4.0,17.1,,0.0,0.0,274.0,,2026-07-10T02:43:50Z
10447849,LOT:M3,LOT,M3,2026-06-17T18:00:00Z,1781719200.0,41.08019278230274,-88.86299464964098,87.0,44.0,3.0,10.3,,0.0,0.0,277.0,,2026-07-10T02:43:50Z
10447850,LOT:N5,LOT,N5,2026-06-17T18:00:00Z,1781719200.0,39.59123183291771,-88.22606916039683,224.0,42.0,6.0,22.1,,0.0,0.0,289.0,,2026-07-10T02:43:50Z
10447854,LOT:R3,LOT,R3,2026-06-17T18:00:00Z,1781719200.0,40.77041875194142,-88.92504956958439,116.0,43.0,4.0,14.5,,0.0,0.0,269.0,,2026-07-10T02:43:50Z
10447855,LOT:R6,LOT,R6,2026-06-17T18:00:00Z,1781719200.0,41.03315910009659,-87.72901622928111,70.0,40.0,1.0,14.1,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447860,LOT:W5,LOT,W5,2026-06-17T18:00:00Z,1781719200.0,42.04095724742652,-88.39571046434129,55.0,37.0,1.0,8.4,,0.0,0.0,253.0,,2026-07-10T02:43:50Z
10447862,LOT:Y1,LOT,Y1,2026-06-17T18:00:00Z,1781719200.0,40.673336693857934,-89.6780350285226,168.0,48.0,10.0,19.1,,0.0,0.0,267.0,,2026-07-10T02:43:50Z
10447863,LOT:Y2,LOT,Y2,2026-06-17T18:00:00Z,1781719200.0,40.64636961029467,-88.57660683531908,114.0,41.0,2.0,11.3,,0.0,0.0,274.0,,2026-07-10T02:43:50Z
10447864,LOT:Z2,LOT,Z2,2026-06-17T18:00:00Z,1781719200.0,40.62541560016558,-87.47474210733905,120.0,45.0,2.0,11.7,,0.0,0.0,265.0,,2026-07-10T02:43:50Z
10447868,MDW:B2,MDW,B2,2026-06-17T18:00:00Z,1781719200.0,41.11823265210056,-87.19372382223506,74.0,38.0,3.0,11.1,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447883,MKX:E2,MKX,E2,2026-06-17T18:00:00Z,1781719200.0,42.54986232726029,-89.96435489890834,124.0,35.0,1.0,9.1,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447884,MKX:F3,MKX,F3,2026-06-17T18:00:00Z,1781719200.0,43.05173732890306,-89.86133404793122,107.0,36.0,1.0,9.9,,0.0,0.0,284.0,,2026-07-10T02:43:50Z
10447885,MKX:H3,MKX,H3,2026-06-17T18:00:00Z,1781719200.0,42.05245209036595,-88.7487327389889,103.0,33.0,0.0,9.8,,0.0,0.0,260.0,,2026-07-10T02:43:50Z
10447887,MKX:I2,MKX,I2,2026-06-17T18:00:00Z,1781719200.0,43.17541005921358,-88.63194594223957,24.0,42.0,1.0,9.7,,0.0,0.0,241.0,,2026-07-10T02:43:50Z
10447892,MKX:T3,MKX,T3,2026-06-17T18:00:00Z,1781719200.0,43.98877411423218,-88.25403255427057,116.0,33.0,1.0,8.8,,0.0,0.0,236.0,,2026-07-10T02:43:50Z
10447893,MKX:W3,MKX,W3,2026-06-17T18:00:00Z,1781719200.0,42.477757391935306,-88.45647509070352,55.0,33.0,0.0,9.9,,0.0,0.0,275.0,,2026-07-10T02:43:50Z
10447897,MLB:T0,MLB,T0,2026-06-17T18:00:00Z,1781719200.0,28.87782179652141,-82.15590500124779,170.0,27.0,1.0,15.2,,0.0,0.0,217.0,,2026-07-10T02:43:50Z
10447898,MLB:U0,MLB,U0,2026-06-17T18:00:00Z,1781719200.0,29.719500067028285,-81.31693079851983,190.0,46.0,8.0,17.7,,0.0,0.0,242.0,,2026-07-10T02:43:50Z
10447901,MOB:A3,MOB,A3,2026-06-17T18:00:00Z,1781719200.0,32.579506589887295,-89.31778674550971,235.0,42.0,5.0,17.7,,0.0,0.0,203.0,,2026-07-10T02:43:50Z
10447902,MOB:A9,MOB,A9,2026-06-17T18:00:00Z,1781719200.0,30.747456862081442,-85.96062979466791,218.0,35.0,2.0,15.3,,0.0,0.0,223.0,,2026-07-10T02:43:50Z
10447905,MOB:E2,MOB,E2,2026-06-17T18:00:00Z,1781719200.0,28.330520097716896,-88.47890229084616,262.0,42.0,6.0,21.1,,0.0,0.0,201.0,,2026-07-10T02:43:50Z
10447906,MOB:F1,MOB,F1,2026-06-17T18:00:00Z,1781719200.0,31.814416791862566,-90.12542913939565,220.0,46.0,9.0,21.0,,0.0,0.0,218.0,,2026-07-10T02:43:50Z
10447907,MOB:F8,MOB,F8,2026-06-17T18:00:00Z,1781719200.0,29.3660999788353,-90.19390527217442,237.0,48.0,10.0,17.8,,0.0,0.0,196.0,,2026-07-10T02:43:50Z
10447909,MOB:H0,MOB,H0,2026-06-17T18:00:00Z,1781719200.0,32.91014019992248,-88.28528246017525,248.0,43.0,6.0,19.3,,0.0,0.0,203.0,,2026-07-10T02:43:50Z
10447911,MOB:J8,MOB,J8,2026-06-17T18:00:00Z,1781719200.0,31.19436076442688,-87.64077070675557,81.0,51.0,7.0,12.6,,0.0,0.0,222.0,,2026-07-10T02:43:50Z
10447912,MOB:K3,MOB,K3,2026-06-17T18:00:00Z,1781719200.0,32.71159489229964,-88.91768668363076,235.0,46.0,9.0,23.0,,0.0,0.0,213.0,,2026-07-10T02:43:50Z
10447913,MOB:L0,MOB,L0,2026-06-17T18:00:00Z,1781719200.0,32.40238912918188,-88.09987721459417,192.0,52.0,19.0,22.1,,0.0,0.0,215.0,,2026-07-10T02:43:50Z
10447914,MOB:M0,MOB,M0,2026-06-17T18:00:00Z,1781719200.0,28.773278584681545,-87.47702035726661,224.0,46.0,9.0,21.5,,0.0,0.0,198.0,,2026-07-10T02:43:50Z
10447916,MOB:O4,MOB,O4,2026-06-17T18:00:00Z,1781719200.0,29.16188895281895,-90.26925208492455,257.0,38.0,3.0,20.7,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447917,MOB:P5,MOB,P5,2026-06-17T18:00:00Z,1781719200.0,32.30365329365583,-88.37209491749195,181.0,47.0,8.0,15.8,,0.0,0.0,215.0,,2026-07-10T02:43:50Z
10447918,MOB:P6,MOB,P6,2026-06-17T18:00:00Z,1781719200.0,29.899213949764036,-88.39987329163554,88.0,46.0,7.0,16.9,,0.0,0.0,221.0,,2026-07-10T02:43:50Z
10447919,MOB:U9,MOB,U9,2026-06-17T18:00:00Z,1781719200.0,31.01112970300769,-89.24603242148106,103.0,54.0,15.0,16.3,,0.0,0.0,206.0,,2026-07-10T02:43:50Z
10447920,MOB:V6,MOB,V6,2026-06-17T18:00:00Z,1781719200.0,29.34165091647715,-89.64011563519324,200.0,50.0,13.0,22.6,,0.0,10.0,205.0,,2026-07-10T02:43:50Z
10447922,MOB:X0,MOB,X0,2026-06-17T18:00:00Z,1781719200.0,30.967774769813044,-89.49310792865057,124.0,46.0,5.0,16.6,,0.0,0.0,208.0,,2026-07-10T02:43:50Z
10447925,SHV:D2,SHV,D2,2026-06-17T18:00:00Z,1781719200.0,31.810407798438007,-94.39254011190098,88.0,49.0,5.0,8.0,,0.0,0.0,175.0,,2026-07-10T02:43:50Z
10447926,SHV:E2,SHV,E2,2026-06-17T18:00:00Z,1781719200.0,33.02558499836149,-92.31165467305905,157.0,42.0,3.0,9.7,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
,merged_1781719200_005,MERGED,merged_1781719200_005,2026-06-17T18:00:00Z,1781719200.0,40.97461164819664,-74.76584451240693,168.0,58.0,20.0,14.6,,0.0,10.0,240.0,,2026-07-10T02:43:50Z
,merged_1781719200_011,MERGED,merged_1781719200_011,2026-06-17T18:00:00Z,1781719200.0,40.375473546857016,-74.53088085845286,35.0,44.0,3.0,9.7,,0.0,0.0,251.0,,2026-07-10T02:43:50Z
,merged_1781719200_013,MERGED,merged_1781719200_013,2026-06-17T18:00:00Z,1781719200.0,42.24296741083579,-86.6614847258173,135.0,34.0,1.0,10.8,,0.0,0.0,245.0,,2026-07-10T02:43:50Z
,merged_1781719200_014,MERGED,merged_1781719200_014,2026-06-17T18:00:00Z,1781719200.0,41.80554691876855,-85.97035213738482,127.0,39.0,1.0,13.1,,0.0,0.0,272.0,,2026-07-10T02:43:50Z
,merged_1781719200_016,MERGED,merged_1781719200_016,2026-06-17T18:00:00Z,1781719200.0,41.80952152509072,-88.00135553441739,229.0,53.0,15.0,23.2,,0.0,0.0,339.0,,2026-07-10T02:43:50Z
,merged_1781719200_017,MERGED,merged_1781719200_017,2026-06-17T18:00:00Z,1781719200.0,40.99310730846055,-86.70013770898676,225.0,53.0,12.0,22.6,,0.0,50.0,301.0,,2026-07-10T02:43:50Z
,merged_1781719200_018,MERGED,merged_1781719200_018,2026-06-17T18:00:00Z,1781719200.0,42.721608684315335,-86.26920917986705,66.0,39.0,1.0,10.6,,0.0,0.0,297.0,,2026-07-10T02:43:50Z
,merged_1781719200_024,MERGED,merged_1781719200_024,2026-06-17T18:00:00Z,1781719200.0,30.623786524061437,-93.53194640111487,66.0,41.0,1.0,4.3,,0.0,0.0,169.0,,2026-07-10T02:43:50Z
,merged_1781719200_033,MERGED,merged_1781719200_033,2026-06-17T18:00:00Z,1781719200.0,41.38204380424482,-87.73369771012364,37.0,44.0,3.0,9.2,,0.0,0.0,310.0,,2026-07-10T02:43:50Z
,merged_1781719200_036,MERGED,merged_1781719200_036,2026-06-17T18:00:00Z,1781719200.0,42.72259388545069,-88.30647004757525,133.0,40.0,1.0,11.7,,0.0,0.0,260.0,,2026-07-10T02:43:50Z
,merged_1781719200_037,MERGED,merged_1781719200_037,2026-06-17T18:00:00Z,1781719200.0,40.852734748908055,-89.42641480397931,150.0,49.0,8.0,15.2,,0.0,0.0,274.0,,2026-07-10T02:43:50Z
,merged_1781719200_038,MERGED,merged_1781719200_038,2026-06-17T18:00:00Z,1781719200.0,41.38146276619995,-90.04746747319045,214.0,48.0,11.0,24.8,,0.0,0.0,284.0,,2026-07-10T02:43:50Z
,merged_1781719200_039,MERGED,merged_1781719200_039,2026-06-17T18:00:00Z,1781719200.0,41.56773284914561,-88.61224240354998,85.0,51.0,7.0,10.3,,0.0,0.0,261.0,,2026-07-10T02:43:50Z
,merged_1781719200_044,MERGED,merged_1781719200_044,2026-06-17T18:00:00Z,1781719200.0,40.83183765462472,-90.02257234443523,268.0,51.0,15.0,28.7,,0.0,10.0,268.0,,2026-07-10T02:43:50Z
,merged_1781719200_045,MERGED,merged_1781719200_045,2026-06-17T18:00:00Z,1781719200.0,41.595041954465096,-87.48772381061542,46.0,48.0,3.0,9.6,,0.0,0.0,306.0,,2026-07-10T02:43:50Z
,merged_1781719200_048,MERGED,merged_1781719200_048,2026-06-17T18:00:00Z,1781719200.0,41.84209450991474,-88.6563746012265,124.0,46.0,2.0,12.1,,0.0,0.0,262.0,,2026-07-10T02:43:50Z
,merged_1781719200_054,MERGED,merged_1781719200_054,2026-06-17T18:00:00Z,1781719200.0,41.41055141282762,-88.1177263445682,46.0,35.0,1.0,7.2,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
,merged_1781719200_055,MERGED,merged_1781719200_055,2026-06-17T18:00:00Z,1781719200.0,42.251704293646725,-87.8904852127038,96.0,40.0,1.0,9.0,,0.0,0.0,261.0,,2026-07-10T02:43:50Z
,merged_1781719200_062,MERGED,merged_1781719200_062,2026-06-17T18:00:00Z,1781719200.0,26.661665100052055,-81.37889893928337,181.0,53.0,20.0,25.0,,0.0,30.0,244.0,,2026-07-10T02:43:50Z
,merged_1781719200_063,MERGED,merged_1781719200_063,2026-06-17T18:00:00Z,1781719200.0,26.83444698702725,-81.6203402630299,172.0,53.0,13.0,15.4,,0.0,0.0,195.0,,2026-07-10T02:43:50Z
,merged_1781719200_066,MERGED,merged_1781719200_066,2026-06-17T18:00:00Z,1781719200.0,28.65291244109685,-82.35865897645299,177.0,56.0,22.0,20.9,,0.0,20.0,219.0,,2026-07-10T02:43:50Z
,merged_1781719200_069,MERGED,merged_1781719200_069,2026-06-17T18:00:00Z,1781719200.0,31.469986388787532,-87.50084668070417,118.0,55.0,16.0,28.2,,0.0,0.0,261.0,,2026-07-10T02:43:50Z
,merged_1781719200_073,MERGED,merged_1781719200_073,2026-06-17T18:00:00Z,1781719200.0,31.15989296354735,-85.86431818461462,240.0,48.0,13.0,23.8,,0.0,0.0,221.0,,2026-07-10T02:43:50Z
,merged_1781719200_084,MERGED,merged_1781719200_084,2026-06-17T18:00:00Z,1781719200.0,31.075669157251518,-86.58030720561867,174.0,47.0,7.0,17.5,,0.0,0.0,214.0,,2026-07-10T02:43:50Z
10447938,ABR:H3,ABR,H3,2026-06-17T18:01:00Z,1781719260.0,46.47692218677775,-97.91185480811188,120.0,43.0,1.0,11.6,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447940,ABR:M1,ABR,M1,2026-06-17T18:01:00Z,1781719260.0,46.01614513199863,-97.78910791746337,79.0,44.0,3.0,7.1,,0.0,0.0,254.0,,2026-07-10T02:43:50Z
10447946,AIH:K0,AIH,K0,2026-06-17T18:01:00Z,1781719260.0,60.635074755865546,-146.6276699683466,133.0,47.0,5.0,10.4,,0.0,40.0,80.0,,2026-07-10T02:43:50Z
10447947,AMX:D3,AMX,D3,2026-06-17T18:01:00Z,1781719260.0,26.64491909506147,-81.37508656412027,150.0,55.0,20.0,25.8,,0.0,30.0,252.0,,2026-07-10T02:43:50Z
10447948,AMX:E3,AMX,E3,2026-06-17T18:01:00Z,1781719260.0,26.82655390967793,-81.58479419341033,179.0,51.0,13.0,15.6,,0.0,0.0,196.0,,2026-07-10T02:43:50Z
10447951,AMX:O3,AMX,O3,2026-06-17T18:01:00Z,1781719260.0,24.94367877799484,-78.13542356322256,240.0,56.0,36.0,23.9,,0.0,0.0,229.0,,2026-07-10T02:43:50Z
10447954,BIS:C1,BIS,C1,2026-06-17T18:01:00Z,1781719260.0,46.08195687355825,-100.86573756888444,77.0,36.0,0.0,7.1,,0.0,0.0,306.0,,2026-07-10T02:43:50Z
10447955,BIS:C3,BIS,C3,2026-06-17T18:01:00Z,1781719260.0,46.14704086562179,-101.47175197504461,88.0,40.0,1.0,8.3,,0.0,0.0,308.0,,2026-07-10T02:43:50Z
10447957,BIS:D4,BIS,D4,2026-06-17T18:01:00Z,1781719260.0,47.102142493946545,-101.2969578275524,55.0,47.0,1.0,8.2,,0.0,0.0,317.0,,2026-07-10T02:43:50Z
10447959,BIS:E3,BIS,E3,2026-06-17T18:01:00Z,1781719260.0,46.31109310451941,-100.25400406376554,64.0,47.0,2.0,5.8,,0.0,0.0,87.0,,2026-07-10T02:43:50Z
10447964,BIS:I3,BIS,I3,2026-06-17T18:01:00Z,1781719260.0,46.04314641238359,-100.24169129717501,90.0,39.0,1.0,6.4,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447968,BIS:L2,BIS,L2,2026-06-17T18:01:00Z,1781719260.0,47.158430410819506,-101.59862724750253,77.0,47.0,3.0,6.3,,0.0,0.0,307.0,,2026-07-10T02:43:50Z
10447969,BIS:L3,BIS,L3,2026-06-17T18:01:00Z,1781719260.0,47.118179419291856,-102.01460529253102,103.0,48.0,5.0,9.8,,0.0,0.0,196.0,,2026-07-10T02:43:50Z
10447970,BIS:M3,BIS,M3,2026-06-17T18:01:00Z,1781719260.0,48.071909130499016,-101.02693909876358,146.0,47.0,6.0,11.9,,0.0,20.0,342.0,,2026-07-10T02:43:50Z
10447972,BIS:Q3,BIS,Q3,2026-06-17T18:01:00Z,1781719260.0,47.988536038056935,-100.47844902306834,137.0,48.0,6.0,14.3,,0.0,20.0,316.0,,2026-07-10T02:43:50Z
10447973,BIS:R2,BIS,R2,2026-06-17T18:01:00Z,1781719260.0,47.369360581984395,-102.27316505362073,133.0,45.0,4.0,11.3,,0.0,0.0,308.0,,2026-07-10T02:43:50Z
10447979,CRP:F0,CRP,F0,2026-06-17T18:01:00Z,1781719260.0,26.626382879808137,-94.10232181486917,359.0,54.0,55.0,53.9,,0.0,0.0,255.0,,2026-07-10T02:43:50Z
10447980,CRP:T4,CRP,T4,2026-06-17T18:01:00Z,1781719260.0,27.360317752169756,-94.48738676540458,301.0,38.0,4.0,27.7,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447981,CRP:Z3,CRP,Z3,2026-06-17T18:01:00Z,1781719260.0,28.444381572821552,-93.99928781649545,353.0,34.0,3.0,36.5,,0.0,0.0,177.0,,2026-07-10T02:43:50Z
10447990,DVN:E2,DVN,E2,2026-06-17T18:01:00Z,1781719260.0,40.569161145065564,-90.01746203085274,125.0,44.0,4.0,12.4,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10447992,DVN:G0,DVN,G0,2026-06-17T18:01:00Z,1781719260.0,41.629271226671925,-89.91949093354404,55.0,42.0,2.0,10.6,,0.0,0.0,245.0,,2026-07-10T02:43:50Z
10447996,DVN:J3,DVN,J3,2026-06-17T18:01:00Z,1781719260.0,43.032484269793436,-89.88948959561758,168.0,37.0,2.0,13.2,,0.0,0.0,250.0,,2026-07-10T02:43:50Z
10447998,DVN:K2,DVN,K2,2026-06-17T18:01:00Z,1781719260.0,41.398732296595874,-89.2390170509957,114.0,36.0,1.0,8.6,,0.0,0.0,253.0,,2026-07-10T02:43:50Z
10447999,DVN:L0,DVN,L0,2026-06-17T18:01:00Z,1781719260.0,41.69862891862302,-89.63733998460182,79.0,39.0,2.0,10.5,,0.0,0.0,257.0,,2026-07-10T02:43:50Z
10448003,DVN:Q9,DVN,Q9,2026-06-17T18:01:00Z,1781719260.0,40.38828023740996,-89.25559805062744,175.0,48.0,4.0,19.1,,0.0,0.0,267.0,,2026-07-10T02:43:50Z
10448005,DVN:R1,DVN,R1,2026-06-17T18:01:00Z,1781719260.0,40.48611552058175,-88.90855125428553,187.0,42.0,4.0,16.5,,0.0,0.0,267.0,,2026-07-10T02:43:50Z
10448007,DVN:S0,DVN,S0,2026-06-17T18:01:00Z,1781719260.0,39.40904164546266,-89.26914496516505,268.0,43.0,8.0,28.2,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10448008,DVN:S7,DVN,S7,2026-06-17T18:01:00Z,1781719260.0,40.75663415793096,-88.8848631589877,170.0,44.0,5.0,14.6,,0.0,0.0,269.0,,2026-07-10T02:43:50Z
10448011,DVN:U0,DVN,U0,2026-06-17T18:01:00Z,1781719260.0,40.67295006816481,-89.66847210749712,129.0,53.0,19.0,26.1,,0.0,20.0,265.0,,2026-07-10T02:43:50Z
10448012,DVN:V3,DVN,V3,2026-06-17T18:01:00Z,1781719260.0,42.59009726689564,-89.9144321728382,122.0,36.0,1.0,8.9,,0.0,0.0,249.0,,2026-07-10T02:43:50Z
10448014,DVN:X2,DVN,X2,2026-06-17T18:01:00Z,1781719260.0,41.76962801130388,-88.17121644727253,201.0,52.0,15.0,18.7,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10448015,DVN:Y9,DVN,Y9,2026-06-17T18:01:00Z,1781719260.0,41.10948050661359,-91.1652683876018,74.0,43.0,2.0,4.7,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10448016,DVN:Z3,DVN,Z3,2026-06-17T18:01:00Z,1781719260.0,39.08580278122503,-89.14678056440063,305.0,47.0,17.0,34.8,,0.0,0.0,285.0,,2026-07-10T02:43:50Z
10448017,DVN:Z7,DVN,Z7,2026-06-17T18:01:00Z,1781719260.0,41.63728264607109,-88.64369732423066,161.0,46.0,6.0,13.0,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10448018,DVN:Z8,DVN,Z8,2026-06-17T18:01:00Z,1781719260.0,40.83301642683433,-89.95496521891852,101.0,53.0,21.0,25.6,,0.0,20.0,267.0,,2026-07-10T02:43:50Z
10448019,ENX:B0,ENX,B0,2026-06-17T18:01:00Z,1781719260.0,43.23479680473116,-75.53056834101969,140.0,49.0,8.0,11.5,,0.0,0.0,256.0,,2026-07-10T02:43:50Z
10448020,ENX:E0,ENX,E0,2026-06-17T18:01:00Z,1781719260.0,42.991012657927826,-74.65390227915536,66.0,53.0,10.0,12.5,,0.0,0.0,230.0,,2026-07-10T02:43:50Z
10448021,ENX:G0,ENX,G0,2026-06-17T18:01:00Z,1781719260.0,43.44759924588456,-75.04594278742509,125.0,50.0,8.0,12.4,,0.0,0.0,230.0,,2026-07-10T02:43:50Z
10448022,ENX:I0,ENX,I0,2026-06-17T18:01:00Z,1781719260.0,43.58932343619897,-74.45475517563364,116.0,49.0,10.0,15.1,,0.0,50.0,233.0,,2026-07-10T02:43:50Z
10448024,EOX:A8,EOX,A8,2026-06-17T18:01:00Z,1781719260.0,31.1379396187528,-84.6109865777912,88.0,44.0,3.0,13.9,,0.0,0.0,241.0,,2026-07-10T02:43:50Z
10448026,EOX:C1,EOX,C1,2026-06-17T18:01:00Z,1781719260.0,31.066234769781452,-86.54651184755241,112.0,47.0,6.0,15.4,,0.0,0.0,213.0,,2026-07-10T02:43:50Z
10448027,EOX:C2,EOX,C2,2026-06-17T18:01:00Z,1781719260.0,30.616735685825805,-85.15676044076821,98.0,47.0,6.0,14.9,,0.0,0.0,335.0,,2026-07-10T02:43:50Z
10448031,EOX:F7,EOX,F7,2026-06-17T18:01:00Z,1781719260.0,31.165173958523628,-85.21698561297674,40.0,51.0,8.0,12.6,,0.0,0.0,223.0,,2026-07-10T02:43:50Z
10448032,EOX:G8,EOX,G8,2026-06-17T18:01:00Z,1781719260.0,30.634823540592222,-84.02480582878877,164.0,48.0,10.0,17.9,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
10448039,EOX:O8,EOX,O8,2026-06-17T18:01:00Z,1781719260.0,31.46,-87.44211427548461,188.0,50.0,6.0,28.3,,0.0,20.0,274.0,,2026-07-10T02:43:50Z
10448041,EOX:P6,EOX,P6,2026-06-17T18:01:00Z,1781719260.0,30.823249395419488,-85.23077829200865,74.0,42.0,2.0,13.8,,0.0,0.0,0.0,,2026-07-10T02:43:50Z
